NombreServicioTuristico,ClasificacionId,Clasificacion,CategoriaId,Categoria,SubCategoriaId,SubCategoria,Direccion,CorreoElectronico,SitioWeb,Telefono,CodDepartamento,CodProvincia,CodDistrito,NombreDepartamento,NombreProvincia,NombreDistrito,Ruc,Siglas,NombreEmpresa,FechaRegistroDatosEmpresa,FechaActualizacionDatosEmpresa
Restaurante Polleria Rosita,2202,ALIMENTOS Y BEBIDAS,220217,Poller?a,220217,Poller?a,Av. Ricardo Palma 165-167,"","",942920133,12,4,1,Jun?n,Jauja,Jauja,10065917179,Restaurante Polleria Rosita,Gonzales Urco Ricardo Paulino,16/10/2024,16/10/2024
Incatrekkers Per? Travel,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,APV. Virgen Concepci?n W2-B,info@incatrekkers.com,www.incatrekkers.com,910308736,8,1,6,Cusco,Cusco,Santiago,20608131702,Incatrekkers Per? Travel,Incatrekkers Peru Travel E.I.R.L.,7/10/2024,7/10/2024
Katachillay Travel,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Av. Fortunato L Herrera 109,info@ktperutravel.com,www.ktperutravel.com,991681064 /  962691003 /  974258620,8,1,8,Cusco,Cusco,Wanchaq,20527825629,Katachillay Travel,Katachillay Travel E.I.R.L.,25/04/2017,7/10/2024
Dreamy Tours,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,"Urb. Magisterio, Av. Jose Gabriel Cosio 310",info@dreamy.tours,www.dreamy.tours,969787221,8,1,8,Cusco,Cusco,Wanchaq,20609347318,Dreamy Tours,Inversiones Dreamy Tours E.I.R.L.,7/10/2024,7/10/2024
Cebicherias Piscis,2202,ALIMENTOS Y BEBIDAS,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,Jr. Alfonso Ugarte 302,"",www.piscis.pe,(01) 381-1815 / 902150798,15,1,35,Lima,Lima,San Mart?n de Porres,20603734131,Cebicherias Piscis,Piscis Buffet & Catering E.I.R.L.,20/10/2014,23/10/2024
Costamar Travel,2205,AGENCIAS DE VIAJES Y TURISMO,220501,Agencias Mayoristas,220501,Agencias Mayoristas,Cl. 7 de enero 676,lcastro@costamar.com.pe; iyauce@costamar.com.pe,www.costamar.com,(074) 274161 /  997505599,14,1,1,Lambayeque,Chiclayo,Chiclayo,20126339632,Costamar Travel,Costamar travel cruise & tours S.A.C.,16/06/2022,17/10/2024
Excursiones Oasis,2203,TRANSPORTE,220301,Terrestre,22030102,Transporte tur?stico,Av . Huayruropata N? 1634-A (Costado de Panificadora Delys),administracion.oasis@excursionesoasis.com; reservas@excursionesoasis.com; dguevara@excursionesoasis.com; cliffor.avalos@escursionesoasis.com,www.excursionesoasis.com/,(+51) 984766724 / (+51) 984766 720 / (+51) 984 766 721,8,1,8,Cusco,Cusco,Wanchaq,20358896121,Excursiones Oasis,Excursiones Oasis E.I.R.L,18/10/2024,18/10/2024
VIDEOPUB CHINO?S DE H?SARES,2204,ENTRETENIMIENTO,220409,Bares/Pubs,220409,Bares/Pubs,AV. HUSARES DE JUNIN NRO. 438,.,.,(044)597930,13,1,1,La Libertad,Trujillo,Trujillo,20612714887,VIDEOPUB CHINO?S DE H?SARES,CHINO'S VIDEO PUB S.A.C.,21/10/2024,21/10/2024
Hospedaje Atlantis,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220107,Hospedaje no Categorizado,220107,Hospedaje no Categorizado,Jr. Bartolom? Guerra 229,"","",984709895,12,9,1,Jun?n,Chupaca,Chupaca,10406268298,Hospedaje Atlantis,Bilbao Arauco Henrry,25/10/2024,25/10/2024
Restaurante LM Fusion,2202,ALIMENTOS Y BEBIDAS,220202,Restaurantes comida Peruana,220202,Restaurantes comida Peruana,Jr. Benigno Dorregaray 201,"","",900538452,12,9,1,Jun?n,Chupaca,Chupaca,10465122400,Restaurante LM Fusion,De La Cruz Sullcaray Carlos,29/10/2024,29/10/2024
Chimicuas House,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220107,Hospedaje no Categorizado,220107,Hospedaje no Categorizado,Jr. Las Chimicuas F-3,reservas@chimicuashouse.com,www.chimicuashouse.com,973 232 133,17,1,1,Madre de Dios,Tambopata,Tambopata,10049638014,Chimicuas House,Rosa Adela Inoue de Aniceto,8/12/2021,26/10/2024
Restaurant Haroxa,2202,ALIMENTOS Y BEBIDAS,220214,Restaurante 1 Tenedor,220214,Restaurante 1 Tenedor,Sector Chaupimonte Km. 12 (de la ciudad de Huancabamba),contacto@restaurantcampestreharoxa.com,restaurantcampestreharoxa.com,967099374,19,3,3,Pasco,Oxapampa,Huancabamba,10713817215,Restaurant Haroxa,Curotto Ortiz Alexsandra Katiuska,10/10/2024,10/10/2024
INSTABAR ROOFTOP,2202,ALIMENTOS Y BEBIDAS,220216,Restaurant & Bar,220216,Restaurant & Bar,"Playa El Elio, Av la Ribera 725",.,.,977 655 839,13,1,4,La Libertad,Trujillo,Huanchaco,20539803680,INSTABAR ROOFTOP,BARINSTA S.A.C.,21/10/2024,21/10/2024
Cloudforest Expeditions,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Plazuela Santa Ana 141 (Exclusivamente Digital),cloudforestexpeditions@hotmail.com,cloudforest-expeditions.com,996809308,1,1,1,Amazonas,Chachapoyas,Chachapoyas,20479354589,Cloudforest Expeditions,Cloudforest Expeditions S.R.L.,21/09/2001,4/10/2024
Restaurante Mino's,2202,ALIMENTOS Y BEBIDAS,220214,Restaurante 1 Tenedor,220214,Restaurante 1 Tenedor,Jr. Atahualpa N?629,restaurantturisticominos@hotmail.com,"",999471893,25,1,1,Ucayali,Coronel Portillo,Caller?a,20393808978,Restaurante Mino's,Restaurant Tur?stico Mino's S.R.L.,10/10/2024,10/10/2024
Cevicher?a Puerto Los Chanes,2202,ALIMENTOS Y BEBIDAS,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,Av. Ricardo Palma 145,"","",982938598,12,4,1,Jun?n,Jauja,Jauja,10452306498,Cevicher?a Puerto Los Chanes,Galarza Pecho Tito Libio Los Chanes,16/10/2024,16/10/2024
Hospedaje Golden Gate,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220107,Hospedaje no Categorizado,220107,Hospedaje no Categorizado,Jr. Bruno Terreros 582,"","",928533096,12,9,1,Jun?n,Chupaca,Chupaca,10199722421,Hospedaje Golden Gate,Tacza Rojas Genoveva Jorgina,25/10/2024,25/10/2024
Inotawa Expeditions,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220107,Hospedaje no Categorizado,220107,Hospedaje no Categorizado,Quebrada. Rio Tambopata Margen Derecha s/n,inotawa@hotmail.com,www.inotawaexpeditions.pe,997 149 355 / 910 837 587 / (082) 572511,17,1,1,Madre de Dios,Tambopata,Tambopata,20485476564,Inotawa Expeditions,Inotawa S.R.L,28/03/2006,26/10/2024
Telecabinas Ku?lap,2203,TRANSPORTE,220301,Terrestre,22030102,Transporte tur?stico,Estaci?n de Embarque Carretera Nuevo Tingo km 03 - Ku?lap,martin.cieza@telecabinaskuelap.pe,http://telecabinaskuelap.com/es/,972737895 / 984875715,1,5,22,Amazonas,Luya,Tingo,20563715911,Telecabinas Ku?lap,Telecabinas Ku?lap,23/01/2023,10/10/2024
CUSELA,2203,TRANSPORTE,220301,Terrestre,22030102,Transporte tur?stico,Av. Industrial 550 Res. Industrial Huancaro,wilfredo.sallo@cusela.com.pe; reservas@cusela.com.pe,www.cusela.com.pe,(+51) 992090052 - (+51) 982131029,8,1,6,Cusco,Cusco,Santiago,20490518917,CUSELA,Explore Los Andes E.I.R.L.,15/10/2024,15/10/2024
Tacna Vertical Agencia de Viajes,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Av. 5 de Noviembre Mz. E Lt. 24,tacnavertical.turismo@hotmail.com,"",998772990,23,1,10,Tacna,Tacna,Coronel Gregorio Albarrac?n Lanchipa,20605327142,Tacna Vertical Agencia de Viajes,Tacna Vertical Agencia de viajes EIRL,15/02/2022,17/10/2024
Restaurante Big Ben,2202,ALIMENTOS Y BEBIDAS,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,"Los Geranios 263, Urb. California (a una cuadra del Colegio San Jos? Obrero)",reservas@bigbentrujillo.pe,www.bigbenhuanchaco.com,044-539880 / 973 119 450,13,1,1,La Libertad,Trujillo,Trujillo,20481493677,Restaurante Big Ben,Negocios de Playa S.A.C.,22/11/2005,17/10/2024
Rep?blica del Pisco,2204,ENTRETENIMIENTO,220409,Bares/Pubs,220409,Bares/Pubs,Jr. Mariscal Jos? Antonio  de Sucre 315,reservaslima@republicadelpisco.com,https://www.republicadelpisco.com/,946345866,15,1,4,Lima,Lima,Barranco,20603523602,Rep?blica del Pisco,Restaurante 11:11 E.I.R.L.,29/08/2023,10/10/2024
Ultimate Trekking,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Apv. Ayahuayco O 6,info@ultimatetrekking.com,ultimatetrekking.com,960605680,8,1,1,Cusco,Cusco,Cusco,20603867972,Ultimate Trekking,Ultimate Trekking E.I.R.L.,7/10/2024,7/10/2024
Dos Manos Per?,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Cl.San Agustin 249,info@dosmanosperu.com,www.dosmanosperu.com,(084) 217547,8,1,1,Cusco,Cusco,Cusco,20600219007,Dos Manos Per?,Peru Travel Dos Manos S.R.L.,7/10/2024,7/10/2024
Restaurante El Huayruro,2202,ALIMENTOS Y BEBIDAS,220214,Restaurante 1 Tenedor,220214,Restaurante 1 Tenedor,"Jr. Hu?scar S/N con Jr. La Esperanza Mz. 02 lote N? 12, AA.VV. San Crist?bal ? III Etapa",lizmgm1989@gmail.com,"",927197269,19,3,8,Pasco,Oxapampa,Constituci?n,10462148092,Restaurante El Huayruro,Gutierrez Mendizabal Liz Maribel,31/10/2024,31/10/2024
Norky?s,2202,ALIMENTOS Y BEBIDAS,220217,Poller?a,220217,Poller?a,Jr. de la Uni?n 416,"",www.norkys.pe,(01) 644-9100 / 996411399,15,1,1,Lima,Lima,Cercado de Lima,20524699291,Norky?s,Inversiones Yoshi SAC,15/11/2023,10/10/2024
Poller?a Doradito,2202,ALIMENTOS Y BEBIDAS,220217,Poller?a,220217,Poller?a,Jr. Andrea Arauco 211,"","",995575426,12,9,1,Jun?n,Chupaca,Chupaca,10200421936,Poller?a Doradito,Lifonzo Coronel Leonidas,29/10/2024,29/10/2024
Han Muy,2202,ALIMENTOS Y BEBIDAS,220201,Restaurantes comida Internacional,220201,Restaurantes comida Internacional,Av. Juan Pablo II N? 155,"",https://www.chifahanmuy.com/,(044) 23-3035,13,1,1,La Libertad,Trujillo,Trujillo,20481633606,Han Muy,Servicios de Alimentos M&A SAC,11/04/2007,17/10/2024
Welcome,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220103,Hostales,22010303,Hs.1 Estrella,Av. La Plata 125 Urb Ciudad Real de Minas,rigale6@gmail.com,"",(063) 423066 / 943204004,19,1,1,Pasco,Pasco,Chaupimarca,20447322201,Welcome,Welcome E.I.R.L.,18/09/2012,19/10/2024
Bamb? Chifa,2202,ALIMENTOS Y BEBIDAS,220221,Chifas,220221,Chifas,Av. Fatima 369 Urb. La Merced,marketing@foktou.com,"",(044) 286888 / 995002026,13,1,1,La Libertad,Trujillo,Trujillo,20480971460,Bamb? Chifa,Fok Tou S.A.C.,22/04/2013,17/10/2024
Hospedaje Yanaus,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220107,Hospedaje no Categorizado,220107,Hospedaje no Categorizado,Jr. Pozuzo 340,reserva.hotelyanaus@gmail.com,"",968223716 / 950847892,19,3,7,Pasco,Oxapampa,Villa Rica,10404488011,Hospedaje Yanaus,Segovia Magno Jenny Yesenia,29/10/2021,19/10/2024
La Muralla Restaurante,2202,ALIMENTOS Y BEBIDAS,220202,Restaurantes comida Peruana,220202,Restaurantes comida Peruana,Jr. Amazonas 121. Al interior del Parque de la Muralla,reservas@lamurallarestaurante.com,"",919611867,15,1,1,Lima,Lima,Cercado de Lima,20601361052,La Muralla Restaurante,Hall Cafe S.A.C.,13/09/2023,17/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Francisco Bolognesi 888,servicioalcliente@cruzdelsur.com.pe,www.cruzdelsur.com.pe,(074) 380100 / (074) 224008 /  993555276,14,1,1,Lambayeque,Chiclayo,Chiclayo,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Hostal Real Marquez,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220103,Hostales,22010302,Hs.2 Estrellas,Jr. Zepita 789,realmarquezhostal@gmail.com,.,983 483 634,13,1,1,La Libertad,Trujillo,Trujillo,10412427551,Hostal Real Marquez,Liz Caro Garc?a Garrido,26/12/2023,2/10/2024
Karavaniers Peru,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,"Urb. Ttio, Psj. Navidad T-17",karavaniersperu1@gmail.com; unitours@yahoo.com,www.karavaniers.com,987490677,8,1,8,Cusco,Cusco,Wanchaq,20601635730,Karavaniers Peru,Karavaniers Peru E.I.R.L.,7/10/2024,7/10/2024
Business Travel,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Alto Lima 1480,businesstravel0001@gmail.com,www.facebook.com/BusinessTravelTacna,950 309140 / 949920738,23,1,1,Tacna,Tacna,Tacna,2053261177,Business Travel,Business Per? International s.r.l.,1/03/2022,17/10/2024
Jano's,2202,ALIMENTOS Y BEBIDAS,220228,Sangucher?a,220228,Sangucher?a,Av. Espa?a 195,"",.,(044)  24-1268,13,1,1,La Libertad,Trujillo,Trujillo,20213370481,Jano's,Sandwicheria Jano's S.R.L,28/08/2003,17/10/2024
Los Herrajes Vivencial,2202,ALIMENTOS Y BEBIDAS,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,Av. Larco 1020 -  El Boquer?n,"",https://www.losherrajes.com/,(044) 461397,13,1,4,La Libertad,Trujillo,Huanchaco,10179182179,Los Herrajes Vivencial,"CRUZ DE GOICOCHEA, LUZGARDIZ EMERITA",5/06/2013,21/10/2024
Cebicherias Piscis,2202,ALIMENTOS Y BEBIDAS,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,"Jr. Lanz?n 211 (Alt. Cdra. 6 Av. Chim?), Urb. Z?rate","",www.piscis.pe,916590243,15,1,32,Lima,Lima,San Juan de Lurigancho,20603734131,Cebicherias Piscis,Piscis Buffet & Catering E.I.R.L.,20/10/2014,23/10/2024
Famatravel,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Cl. Pardo Miguel 321,coorporacionfamacorp@gmail.com,https://famatravels.com/,927218583,6,8,1,Cajamarca,Ja?n,Ja?n,20608346938,Famatravel,FamaCorp Group SAC.,3/10/2024,3/10/2024
Rustica,2202,ALIMENTOS Y BEBIDAS,220202,Restaurantes comida Peruana,220202,Restaurantes comida Peruana,Av. Pedro de Osma 105 - Parque Municipal,rustica@hellomarketing.pe,https://cartas.rclub.pe/tiendas,(01) 680 - 7070,15,1,4,Lima,Lima,Barranco,20557123106,Rustica,Fundaci?n Corporaci?n R?stica,10/02/2011,10/10/2024
Cebicherias Piscis,2202,ALIMENTOS Y BEBIDAS,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,Av. Sucre 668,"",www.piscis.pe,954466730,15,1,21,Lima,Lima,Pueblo Libre,20603734131,Cebicherias Piscis,Piscis Buffet & Catering E.I.R.L.,20/10/2014,23/10/2024
Pacha Trip Per? Travel Agency,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,"Av. Brasil C3, Urb. Quispicanchis",info.pachatrip@gmail.com,www.pachatrip.com,(+51) 918641040,8,1,1,Cusco,Cusco,Cusco,20608439863,Pacha Trip Per? Travel Agency,Pacha Trip Per? Servicios Tur?sticos S.A.C.,16/10/2024,16/10/2024
El Canton?s,2202,ALIMENTOS Y BEBIDAS,220205,Restaurantes de Carnes y Parrillas,220205,Restaurantes de Carnes y Parrillas,Av. Espa?a 2338,"","",(044) 299990,13,1,1,La Libertad,Trujillo,Trujillo,10178772100,El Canton?s,Chu Lou Manuel Alberto,9/04/2007,17/10/2024
Picaroner?a y Chicharroner?a La Gringuita,2202,ALIMENTOS Y BEBIDAS,220227,Chicharroner?a,220227,Chicharroner?a,Jr. Jun?n 975,"","",960417697,12,4,1,Jun?n,Jauja,Jauja,10460113925,Picaroner?a y Chicharroner?a La Gringuita,Vasquez Gonzales Silvia Betsi,16/10/2024,16/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Terminal El Chimbador (modulo F 41 Y F 42) y Jr. Francisco Bolognesi 543,administracion@chimbador.cruzdelsur.com.pe,www.cruzdelsur.com.pe,(043) 352665,2,18,1,?ncash,Santa,Chimbote,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
La Le?a,2202,ALIMENTOS Y BEBIDAS,220217,Poller?a,220217,Poller?a,Av. Mariscal Oscar R. Benavides 2611,atencionalcliente@adv.com.pe,http://www.lalena.com.pe/,(01) 500-2550,15,1,1,Lima,Lima,Cercado de Lima,20486765454,La Le?a,A C Inversiones Internacionales S.A.C.,31/10/2023,10/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Esquina de Calle Fray Ramon y Sebasti?n,"",www.cruzdelsur.com.pe,(056) 223333,11,1,1,Ica,Ica,Ica,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Eduardo el Brujo,2202,ALIMENTOS Y BEBIDAS,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,AV. FAUSTINO PIAGGIO NRO. 072 (AL COSTADO DEL MALECON) TUMBES - CONTRALMIRANTE VILLAR - ZORRITOS,informes.ayw@gmail.com,"",(+51)972678640,24,2,1,Tumbes,Contralmirante Villar,Zorritos,20609176467,Eduardo el Brujo,Restaurant A&W E.I.R.L,22/06/2022,1/10/2024
WACHAQUE GASTROBAR,2202,ALIMENTOS Y BEBIDAS,220216,Restaurant & Bar,220216,Restaurant & Bar,Calle Los Algarrobos 574,.,.,971 258 387,13,1,11,La Libertad,Trujillo,V?ctor Larco Herrera,20559992527,WACHAQUE GASTROBAR,WACHAKE GASTROBAR S.A.C,21/10/2024,21/10/2024
Inca Trail,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,"Plaza San Francisco 369, Int 2?Piso",incatrail3d@gmail.com,"",(084) 221054 / 969705252,8,1,1,Cusco,Cusco,Cusco,20564081427,Inca Trail,Inca Trail Company S.A.C,7/10/2024,7/10/2024
Gallo Pinto,2202,ALIMENTOS Y BEBIDAS,220217,Poller?a,220217,Poller?a,Jr. Bruno Terreros 105,"","",930442275,12,9,1,Jun?n,Chupaca,Chupaca,10199010005,Gallo Pinto,Espejo Flores Manuel Eugenio,29/10/2024,29/10/2024
Hostal Bel?n,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220103,Hostales,22010302,Hs.2 Estrellas,Jr. Ortiz Arrieta 540,-,www.hostalbelen.com,(041) 477830,1,1,1,Amazonas,Chachapoyas,Chachapoyas,10334065621,Hostal Bel?n,Salazar Olivera Ignacio,16/10/2003,4/10/2024
Park Pollos y Parrillas,2202,ALIMENTOS Y BEBIDAS,220217,Poller?a,220217,Poller?a,Av. Ricardo Palma 169,"","",935706746 / 939960198,12,4,1,Jun?n,Jauja,Jauja,20611092629,Park Pollos y Parrillas,Kamica Inversiones E.I.R.L.,16/10/2024,16/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Esquina Lima y San Martin S/N,"",www.cruzdelsur.com.pe,(056) 523713,11,3,1,Ica,Nasca,Nasca,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Puerto Mancora,2202,ALIMENTOS Y BEBIDAS,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,Av. Javier prado Este 4492,"",www.puertomancora.com,904 702 355,15,1,40,Lima,Lima,Santiago de Surco,20505676301,Puerto Mancora,Puerto Mancora  E.I.R.L,5/08/2008,18/10/2024
Casa Hacienda Los Ficus,2204,ENTRETENIMIENTO,220425,Show Caballo Peruano de Paso,220425,Show Caballo Peruano de Paso,Rinconada de Puruhuay Parcela La Cuya 2,reservas@haciendalosficus.com; administracion@haciendalosficus.com,www.haciendalosficus.com,945941577 / 969272689,15,1,19,Lima,Lima,Lur?n,20515771671,Casa Hacienda Los Ficus,Casa Hacienda Los Ficus S.A.C.,27/12/2011,23/10/2024
Vermona,2202,ALIMENTOS Y BEBIDAS,220201,Restaurantes comida Internacional,220201,Restaurantes comida Internacional,Pasaje Olaya 173,info@vermonatrattoria.com,www.vermonatrattoria.com,941765654,15,1,1,Lima,Lima,Cercado de Lima,20505527055,Vermona,Intypi S.A.C.,15/04/2013,17/10/2024
Joshua,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Jr. Saenz Pe?a 306,joshua.lunahuana.peru@hotmail.com,www.canotajejoshua.com,(01) 284-1313 / 944208904 / 990464485,15,5,8,Lima,Ca?ete,Lunahuan?,10153854969,Joshua,Sanchez Ochoa Paulo Cesar,5/07/2018,29/10/2024
Charlie House,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220101,Hoteles,22010104,H.2 Estrellas,Pasaje San Jos? s/n Barrio de Miraflores,charliehouseoxa@hotmail.com,www.charliehouse.com.pe,989756599,19,3,1,Pasco,Oxapampa,Oxapampa,10096038025,Charlie House,Trejo Oca?a Celia Ysabel,9/07/2021,19/10/2024
Negocios Empresariales Per? Produc S.A.,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Av. Tumbes Norte N? 597,tours.turis@gmail.com,"",(072) 281000 / 912830780,24,1,1,Tumbes,Tumbes,Tumbes,20608231162,Negocios Empresariales Per? Produc S.A.,Negocios Empresariales Per? Produc S.A.,27/05/2022,1/10/2024
Xima Hotels Tacna,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220101,Hoteles,22010103,H.3 Estrellas,Av. San Martin 561,angela.nunezdelprado@ximahotels.com,https://ximahotels.com/,968332154  (052)415051,23,1,1,Tacna,Tacna,Tacna,20609006383,Xima Hotels Tacna,XIMA GESTIONES EMPRESARIALES S.A.C.,18/10/2024,18/10/2024
Restaurante Big Ben,2202,ALIMENTOS Y BEBIDAS,220202,Restaurantes comida Peruana,220202,Restaurantes comida Peruana,Av. V?ctor Larco 836 Urb . Boquer?n,bigben@ec-red.com; reservas@bigbenhuanchaco.com,www.bigbenhuanchaco.com,(044) 46-1378 / 46-1869,13,1,4,La Libertad,Trujillo,Huanchaco,20481493677,Restaurante Big Ben,Negocios de Playa S.A.C.,22/11/2005,17/10/2024
Sky Tour Per?,2205,AGENCIAS DE VIAJES Y TURISMO,220502,Agencias Minoristas,220502,Agencias Minoristas,Av. Bolognesi N?246,sky.tour-peru@hotmail.com,"",(052) 24-1448 / 990 977996,23,1,1,Tacna,Tacna,Tacna,20532797919,Sky Tour Per?,Sky Tour Per? E.I.R.L.,28/03/2012,17/10/2024
Restaurant Haroxa,2202,ALIMENTOS Y BEBIDAS,220202,Restaurantes comida Peruana,220202,Restaurantes comida Peruana,Jr. Las Orqu?deas N? 7,contacto@restaurantcampestreharoxa.com,estaurantcampestreharoxa.com,967099374,19,3,3,Pasco,Oxapampa,Huancabamba,10713817215,Restaurant Haroxa,Curotto Ortiz Alexsandra Katiuska,10/10/2024,10/10/2024
Anadara Tours,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,"Jr. Rivera del Mar Norte 286, Cp. Puerto Pizarro, Tumbes",anadaratours@hotmail.com,www.anadaratours.com,(072) 636219 / 947675716,24,1,1,Tumbes,Tumbes,Tumbes,20409379517,Anadara Tours,Empresa de Turismo ANADARA TOURS E.I.R.L,20/07/2012,1/10/2024
Machupicchu Travel Adventure,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Av. Fernando Tupac Amaru LL-3 (Urb. Tupac Amaru),machupicchutraveladventure@gmail.com,https://machupicchu-tours.com/,955723392,8,1,5,Cusco,Cusco,San Sebasti?n,20564458385,Machupicchu Travel Adventure,Machupicchu Travel Adventure E.I.R.L.,16/06/2015,5/10/2024
El Fauno,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220107,Hospedaje no Categorizado,220107,Hospedaje no Categorizado,Jr. Arequipa 441,elfauno@gmail.com,"",958 150 814 / 989 075 034,17,1,1,Madre de Dios,Tambopata,Tambopata,10064492727,El Fauno,Cecilia Milena Moron Gaultier,12/02/2021,26/10/2024
Sanna - Clinica Sanchez Ferrer,2208,SALUD,220802,Cl?nicas,220802,Cl?nicas,"Av, Los Laureles 436, Trujillo 13009",-,https://www.sanna.pe/red-sanna/clinicas/sanchez-ferrer-trujillo/,(044) 601050,13,1,1,La Libertad,Trujillo,Trujillo,20136096592,Sanna - Clinica Sanchez Ferrer,CLINICA SANCHEZ FERRER S A,21/10/2024,21/10/2024
Naruto,2202,ALIMENTOS Y BEBIDAS,220201,Restaurantes comida Internacional,220201,Restaurantes comida Internacional,Av. Aviaci?n 2982,"",http://www.naruto.pe/,924261706,15,1,30,Lima,Lima,San Borja,20505676301,Naruto,Naruto San Borja S.A.C,15/10/2014,18/10/2024
Licoreria El Chamba,2202,ALIMENTOS Y BEBIDAS,220210,Caf? & Bar,220210,Caf? & Bar,Jr. Ortiz Arrieta N? 175,.,.,989747907 / 939351886,1,1,1,Amazonas,Chachapoyas,Chachapoyas,10475624560,Licoreria El Chamba,Rojas Picon Katherin,30/11/2023,10/10/2024
Global Travel,2205,AGENCIAS DE VIAJES Y TURISMO,220501,Agencias Mayoristas,220501,Agencias Mayoristas,Jr. Callao 146 (Exclusivamente digital),ventas@globaltravel.com.pe,https://globaltravel.com.pe/,982488455 / 910004105,15,1,1,Lima,Lima,Cercado de Lima,20601861802,Global Travel,Mundo Group Representaciones EIRL,9/10/2024,9/10/2024
Restaurante Rickos,2202,ALIMENTOS Y BEBIDAS,220217,Poller?a,220217,Poller?a,"Av, Argentina 1212-1214","","",927951938,12,9,1,Jun?n,Chupaca,Chupaca,10418837140,Restaurante Rickos,Casta?eda Taipe Yudith,29/10/2024,29/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. La Marina Cdra. 20-21 S-07 CC. Plaza San Miguel (SOLO VENTA DE BOLETOS),"",www.cruzdelsur.com.pe,(01) 566-4480,15,1,36,Lima,Lima,San Miguel,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Bol?var Restobar,2202,ALIMENTOS Y BEBIDAS,220216,Restaurant & Bar,220216,Restaurant & Bar,Jr. Contumaza 846,restobarelbolivar2019@gmail.com,https://bolivar-restobar-by-el-bolivarcito.cluvi.pe/,943862526,15,1,1,Lima,Lima,Cercado de Lima,20515739603,Bol?var Restobar,El Bolivarcito E.I.R.L.,13/09/2023,10/10/2024
